video_index,comment_count,view_count,like_count,title,description,channel,tags,categories,duration
165,6800,3299697,102057,Froot Loops The Killer,"THE NEW CREEPYPASTA MONSTER!

Music: https://www.youtube.com/user/myuuji
Time Lapse Vids: https://www.youtube.com/watch?v=vbf7pdrIzEo
                             https://www.youtube.com/watch?v=xs9hfF3UPQY

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK Froot Loops (Brand) froot loops the killer creepypasta funny hilarious sketch black guy plays horror facecam reaction reactions zombies walking dead skit afro beanie jeff comedy booger gamer lets player telltale The Walking Dead (Comic Book Series) Survival Horror (Media Genre) Food (TV Genre) breakfast morning cereal fruit,Gaming,482
166,275,17162,838,WHAT RPG HORROR NEXT? | 15000 Subs Update,"What you guys wanna see?

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK what rpg horror next 15000 subs update channel black guy afro beanie jrpg corpse party psp edition paranoiac funny facecam reaction reactions gameplay hilarious instagram,Gaming,316
167,280,54820,3055,32 RANDOM QUESTIONS! (I tag YOU!),"Hitting you with another TAG video! Hopefully you learn a little bit about a brotha.

The questions: http://www.mamakatslosinit.com/2013/05/32-random-questions-youtube-tag/

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin
INSTAGRAM!? ► http://instagram.com/coryxkenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK 32 random questions tag vlog funny hilarious black guy plays horror scary games lets play player facecam reaction reactions youtube tags question answers afro sketch beanie blog v-log,Gaming,470
168,492,130522,8869,ALS Ice Bucket Challenge! | GO CHARITY! #IceBucketChallenge,"Link to donation page: https://secure2.convio.net/alsa/site/Donation2;jsessionid=5C3B5CD0E51E41B737BE93ABBE81B23A.app278b?df_id=27420&27420.donation=form1

Nominated by: https://www.youtube.com/user/Wildfirebird

I NOMINATE (Ya'll suckas got 24 HOURS!): 
SenpaiG: https://www.youtube.com/user/OHAIitisG
TheGrimHowl: https://www.youtube.com/user/TheGrimhowl
TheGamer2323: https://www.youtube.com/user/TheGamer2323",CoryxKenshin,CoryxKenshin Cory Kenshin CK Amyotrophic Lateral Sclerosis (Disease Or Medical Condition) als ice bucket challenge go charity black guy does funny hilarious facecam reaction reactions afro beanie braids humanity game gamer horror scary lets player Disease (Cause Of Death) Black (Ethnicity) movement #IceBucketChallenge,Gaming,139
169,157,21313,1119,Where I've Been,"Yeahhhh, sometimes I am a true noooooob

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK




Tags:
vlog
black guy lol
august 11th 2014",CoryxKenshin,CoryxKenshin Cory Kenshin CK Where I've Been where ive been vlog funny gamer hilarious black guy plays lets play horror games scary facecam reaction reactions august 11 2014 the samurai brothas sistahs,Gaming,207
170,354,42081,2772,NEW AUDIENCE NAME CONFIRMED! (And Outro winner!),"Hope you guys enjoy the name! And outro! And once again, I just thank you all so much for being so supportive. God is so good as to have blessed me with you all :3

Join The Samurai ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,CoryxKenshin Cory Kenshin CK new audience name confirmed and outro winner vlog channel update black guy facecam reactions reaction the samurai kenshin kenshinators fans fro army bro plays horror game afro beanie small youtuber scary hilarious,Gaming,454
171,1200,186491,3923,HELP! - Tape #3,...,CoryxKenshin,CoryxKenshin Cory Kenshin CK HELP help part episode three end of the world apocalypse survivor black guy collaboration tape entry #3 zombie outbreak diary virus,Gaming,130
172,991,211676,4845,HELP! - Tape #2,"(CKAppreciationDay coming soon, promise)",CoryxKenshin,CoryxKenshin Cory Kenshin CK help part two scary horror vlog end of the world recording outbreak virus went viral bacterial black guy astros survival rec tape #2,Gaming,171
173,1400,353243,8675,HELP! - Tape #1,The end has come.,CoryxKenshin,CoryxKenshin Cory Kenshin CK ckappreciationday appreciation day twitter rec outlast vlog outbreak help end of the world v log blog random adventures upload tomorrow tape survival black guy,Gaming,132
174,223,33934,2500,5 Weird Things About Me Tag! (I tag YOU),"Tagged by this dooder: https://www.youtube.com/user/OHAIitisG

SUB A BROTHA ► https://www.youtube.com/user/Coryxkenshin?sub_confirmation=1
Bro, do u even TWITTER ► https://twitter.com/coryxkenshin
That FACEBOOK ► https://www.facebook.com/CoryxKenshin

Music from www.bensound.com :)

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,coryxkenshin cory kenshin ck five weird things about me tag black guy senpaig youtuber you funny hilarious vlog afro beanie astros cute gamer scary horror game outlast girl jelly toast playa brotha random sketch comedy,Gaming,350
175,180,11270,734,WHICH GAME SHOULD I PLAY NEXT??,"1. Outlast
2. Daylight
3. Monaco
4. Watch_Dogs",CoryxKenshin,Coryxkenshin cory kenshin ck which game should play next black guy plays scary horror games afro beanie funny hilarious facecam reaction reactions flash gameplay playthrough walkthrough,Gaming,110
176,116,11273,730,My Thoughts On The Livestream... (06/21/14),"Love.

Thank God and thank you all so very much. First livestream for charity was an enormous success.",CoryxKenshin,Coryxkenshin cory kenshin my thoughts on the livestream live stream for charity black guy afro fro gamer beanie funny hilarious facecam reaction reactions horror scary game player thanks thank you 2014 charitywater water success first nazi,Gaming,506
177,460,118314,7015,GOT MA COMPUTER!!!,"FOLLOW MY TWITTER : @CoryxKenshin
FACEBOOK: Facebook.com/CoryxKenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,Coryxkenshin cory kenshin got ma my computer new asus i-7 processor ram 8gb gigs amnesia outlast unboxing little pony nightmare dream black gamer gaming channel hilarious funny facecam reactions sketch comedy vlog random fast machine,Gaming,220
178,119,27721,1586,Messing Around Part II,"FOLLOW MY TWITTER : @CoryxKenshin
FACEBOOK: Facebook.com/CoryxKenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,Coryxkenshin cory kenshin messing around part two dancing II random funny gamer,Gaming,90
180,819,85509,5738,YouTube Goals [vlog],"Some things needs to be discussed about my channel...

Hey guys, thanks for watching. If you enjoyed this video, please help out the channel by subscribing and sharing the video with your friends!

Music: www.youtube.com/user/robosteek

TWEET @ ME! LET'S CHAT: https://twitter.com/coryxkenshin
LIKE MY FACEBOOK: https://www.facebook.com/CoryxKenshin

C x K",CoryxKenshin,coryxkenshin cory kenshin vlog youtube goals 10000 subscribers two videos per day five four black commentator game channel,People & Blogs,391
181,651,125983,5780,2000 | Reintroduction,"Twitter: https://twitter.com/coryxkenshin
Facebook:https://www.facebook.com/CoryxKenshin

Music: www.youtube.com/user/robosteek

If you enjoyed please leave a 'like' on your way out! :3 Also, be sure to share the channel if you think I'm worth it! Later :)

C x K",CoryxKenshin,coryxkenshin cory kenshin 2000 subscriber special my reintroduction introduction black gamer comedy vlog channel afro cool funny facecam reaction reactions slender 10000,Gaming,252
182,169,26055,1988,A Quick Thank You Vlog,"Twitter: https://twitter.com/coryxkenshin
Facebook:https://www.facebook.com/CoryxKenshin

Music: www.youtube.com/user/robosteek

If you enjoyed please leave a 'like' on your way out! :3 Also, be sure to share the channel if you think I'm worth it! Later :)

C x K",CoryxKenshin,coryxkenshin cory kenshin quick thank you vlog Update Thank You Video Blog (Industry) black gamer channel funny facecam reaction yamimash pewdiepie markiplier youtube getting more subs subsriptions hard noticed Black (Ethnicity),People & Blogs,200
183,31000,2632826,129239,"My Last YouTube Video, Goodbye YouTube..","Twitter: https://twitter.com/coryxkenshin



*******APRIL FOOLS*******************************

Music: www.youtube.com/user/robosteek

If you enjoyed please leave a 'like' on your way out! :3 Also, be sure to share the channel if you think I'm worth it! Later :)

C x K",CoryxKenshin,coryxkenshin cory kenshin my last youtube video goodbye black gamer channel funny facecam reaction road to 10k subscribers hilarious Black (Ethnicity) Music Video (Ontology Class) Film (Invention),People & Blogs,185
184,155,17605,1297,Marriage/Easter Dinner/2500 Subscribers/NAENAE,"FOLLOW MY TWITTER : @CoryxKenshin
FACEBOOK: Facebook.com/CoryxKenshin

Jesus said to love one another and that we should be servants to each other, so I would ask that you all do that in the comment section. That means more to me than anything. Thank you.

~CK",CoryxKenshin,Marriage (Marriage/union Type) Easter (Holiday Period) coryxkenshin cory kenshin easter dinner Jesus 2500 subscribers nae naenae dance gamer comedian channel black guy plays afro beanie funny hilarious music vlog Black (Ethnicity),People & Blogs,239
185,171,63780,3840,Jamming At Guitar Center! [Drum],"When I saw this baby sitting there, I couldn't resist.

Twitter: https://twitter.com/coryxkenshin
Facebook:https://www.facebook.com/CoryxKenshin

Music: www.youtube.com/user/robosteek

If you enjoyed please leave a 'like' on your way out! :3 Also, be sure to share the channel if you think I'm worth it! Later :)

C x K",CoryxKenshin,Drums (Musical Instrument) Jamming (Composition) Drummer (Profession) coryxkenshin cory kenshin black guy plays the drums drumset guitar center,People & Blogs,73
186,228,48274,2871,I FED A CHICKEN!,"FOLLOW ME ON TWITTER: https://twitter.com/coryxkenshin
Facebook:https://www.facebook.com/CoryxKenshin

Music: www.youtube.com/user/robosteek

If you enjoyed please leave a 'like' on your way out! :3 Also, be sure to share the channel if you think I'm worth it! Later :)

C x K",CoryxKenshin,Coryxkenshin cory kenshin black guy feeds chicken fail farm funny hilarious afro gamer channel Black (Ethnicity),People & Blogs,382
